UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23044 - 'Crystallography equipment',23050 - 'Crystal growing equipment'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23052 - 'Tissue embedding stations'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23053 - 'Embedding molds'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23054 - 'Embedding capsules'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23055 - 'Embedding compounds'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23056 - 'Histological staining apparatus'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23057 - 'Tissue processors'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23058 - 'Tissue culture apparatus'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23059 - 'Histological knives or knife holders or blades'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23060 - 'Histological glass knife makers'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23061 - 'Histological hones or straps or compounds'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23062 - 'Ultrasonic disintegrators'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23063 - 'Histology sampling and dissecting stations'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23064 - 'Microtomes'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23065 - 'Microtome blades'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23066 - 'Laboratory cover slippers'
UNSPC,22957 - 'Laboratory and Measuring and Observing and Testing Equipment',22958 - 'Laboratory and scientific equipment',23051 - 'Histology equipment',23067 - 'Solvent recyclers'
