UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43059 - 'Dried gorham avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43060 - 'Dried gossman avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43061 - 'Dried guatemalan seedling avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43062 - 'Dried hall avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43063 - 'Dried hardee avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43064 - 'Dried haas avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43065 - 'Dried herman avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43066 - 'Dried hickson avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43067 - 'Dried k-5 avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43068 - 'Dried k-9 avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43069 - 'Dried lamb haas avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43070 - 'Dried leona avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43071 - 'Dried leona linda avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43072 - 'Dried lisa p avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43073 - 'Dried lisa loretta avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43074 - 'Dried loretta avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43075 - 'Dried lula avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43076 - 'Dried lula macarthur avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43077 - 'Dried marcus avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43078 - 'Dried melendez avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43079 - 'Dried meya p avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43080 - 'Dried miguel p avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43081 - 'Dried monroe avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43082 - 'Dried murrieta green avocados'
UNSPC,30522 - 'Food Beverage and Tobacco Products',43007 - 'Dried vegetables',43028 - 'Dried avocados',43083 - 'Dried nabal avocados'
